# OQ-190 promoted_audit_edges.tsv — forward-citations from the ACTIVE surface into
# audits/. Standing artifact: names the historical records promoted to live, so a
# future shift in OQ-118's finding does not have to re-derive the edge list.
file	line	target	text
KNOWN_STATE.md	5199	audits/2026-06-11_oq109_phase_b	(overlay via consulted scratch testset). Evidence audits/2026-06-11_oq109_phase_b/.
KNOWN_STATE.md	5202	audits/2026-06-11_oq109_phase_b	**Files:** prompts/constraint_story_generation_prompt_json.md, agent/example_platform_commission.json, agent/story_generator_base.py, schemas/constraint_story_s
KNOWN_STATE.md	5211	audits/2026-06-11_oq109_phase_b	(b2_schema_failset_diff.out). Worktree oq109-phase-b; evidence audits/2026-06-11_oq109_phase_b/.
KNOWN_STATE.md	5227	audits/2026-06-11_oq112_item4_sentinel_trace	**Files:** ISSUES.md, audits/2026-06-11_oq112_item4_sentinel_trace/, prolog/maxent_classifier.pl, prolog/json_report.pl
KNOWN_STATE.md	5236	audits/2026-06-11_oq112_item4_sentinel_trace	`009c793a`; evidence audits/2026-06-11_oq112_item4_sentinel_trace/.
KNOWN_STATE.md	5239	audits/2026-06-11_oq97_pattern6_census	**Files:** ISSUES.md, audits/2026-06-11_oq97_pattern6_census/
KNOWN_STATE.md	5247	audits/2026-06-11_oq97_pattern6_census	`1bfd0b72`; evidence audits/2026-06-11_oq97_pattern6_census/.
KNOWN_STATE.md	5250	audits/2026-06-11_oq110_residual_join	**Files:** ISSUES.md, python/audits/oq110_residual_join.py, audits/2026-06-11_oq110_residual_join/, prolog/temporal_residual.pl, prolog/drl_composition.pl, prol
KNOWN_STATE.md	5259	audits/2026-06-11_oq110_residual_join	audits/2026-06-11_oq110_residual_join/.
KNOWN_STATE.md	5276	audits/2026-06-11_oq83_close	**Files:** ISSUES.md, prolog/transition_paths.pl, docs/deferential_realism_paper_v7.md, audits/2026-06-11_oq83_close/
KNOWN_STATE.md	5285	audits/2026-06-11_oq83_close	(archived at `00c639da`). Evidence audits/2026-06-11_oq83_close/.
KNOWN_STATE.md	5310	audits/2026-06-11_oq90_piton_refinement	`f2368073`/`64448411`/`fc724ab2`/`3a4e0209`; audit audits/2026-06-11_oq90_piton_refinement/.
KNOWN_STATE.md	5322	audits/2026-06-11_oq44_policy_close	conforming as-is. OQ-43 resolved in the same stroke. Witnesses audits/2026-06-11_oq44_policy_close/.
KNOWN_STATE.md	5334	audits/2026-06-12_gate_partial_fix	audits/2026-06-12_gate_partial_fix/gate_partial_fix_witness.txt.
KNOWN_STATE.md	5361	audits/2026-06-11_oq93_grid_migration	parked in audits/2026-06-11_oq93_grid_migration/grid_batch/). Audit package
KNOWN_STATE.md	5362	audits/2026-06-11_oq93_grid_migration	audits/2026-06-11_oq93_grid_migration/; branch oq93-grid-migration, commits `bc41e8f4..`.
KNOWN_STATE.md	5374	audits/2026-06-11_oq46_backed_reconciliation	`00040bb9`/`b0a0e380`/`609dbb47`; evidence audits/2026-06-11_oq46_backed_reconciliation/.
KNOWN_STATE.md	5387	audits/2026-06-11_oq46_close	audits/2026-06-11_oq46_close/ (branch oq46-ruling).
KNOWN_STATE.md	5396	audits/2026-06-11_oq98_verdict_join	re-run `audits/2026-06-11_oq98_verdict_join/histogram_gate.pl` and surface to the operator.
KNOWN_STATE.md	5401	audits/2026-06-11_oq98_verdict_join	**Files:** prolog/diagnostic_summary.pl, prolog/signature_detection.pl, prolog/json_report.pl, prolog/report_generator.pl, python/enhanced_report.py, python/run
KNOWN_STATE.md	5411	audits/2026-06-11_oq98_verdict_join	+ 2 falsifiers audits/2026-06-11_oq98_verdict_join/.
KNOWN_STATE.md	5414	audits/2026-06-10_oq95_phantom_node_fix	**Files:** prolog/drl_purity_network.pl, prolog/giant_component_analysis.pl, prolog/tests/test_phantom_neighbor_filter.pl, prolog/tests/test_forecloses_fpn_inje
KNOWN_STATE.md	5425	audits/2026-06-10_oq95_phantom_node_fix	audits/2026-06-10_oq95_phantom_node_fix/writeup.md.
KNOWN_STATE.md	5427	audits/2026-06-11_oq33_close	**Files:** ISSUES.md, audits/2026-06-11_oq33_close/, prolog/drl_composition.pl, prolog/archives/pre_reset_outputs/, audits/2026-05-30_authoring_closure_fabricat
KNOWN_STATE.md	5427	audits/2026-05-30_authoring_closure_fabricated_defaults	**Files:** ISSUES.md, audits/2026-06-11_oq33_close/, prolog/drl_composition.pl, prolog/archives/pre_reset_outputs/, audits/2026-05-30_authoring_closure_fabricat
KNOWN_STATE.md	5437	audits/2026-05-30_authoring_closure_fabricated_defaults	`audits/2026-05-30_authoring_closure_fabricated_defaults/`); re-scan of 1,055 JSONs witnessed-
KNOWN_STATE.md	5440	audits/2026-02-25_spectral_laplacian	`audits/2026-02-25_spectral_laplacian/outputs/` evidence files, gitignored since creation,
KNOWN_STATE.md	5441	audits/2026-06-11_oq33_close	recovered); residual citation-dangling routes → OQ-104. Evidence: `audits/2026-06-11_oq33_close/`.
KNOWN_STATE.md	5444	audits/2026-06-10_external_review_vote_market	**Files:** ISSUES.md, audits/2026-06-10_external_review_vote_market/, audits/2026-06-10_external_review_xprize/, KNOWN_STATE.md, prolog/validation_suite.pl, age
KNOWN_STATE.md	5444	audits/2026-06-10_external_review_xprize	**Files:** ISSUES.md, audits/2026-06-10_external_review_vote_market/, audits/2026-06-10_external_review_xprize/, KNOWN_STATE.md, prolog/validation_suite.pl, age
KNOWN_STATE.md	5451	audits/2026-06-10_external_review_xprize	checklist lives in audits/2026-06-10_external_review_xprize/README.md. Runs committed under a live-
KNOWN_STATE.md	5453	audits/2026-06-10_external_review_vote_market	audits/2026-06-10_external_review_vote_market/gate_witness.txt); essays/2026-06/who_owns_younger.md
KNOWN_STATE.md	5457	audits/2026-06-10_oq92_step3_preregistration	**Files:** ISSUES.md, docs/design/design_gaps.md, prompts/constraint_story_generation_prompt_json.md, prolog/narrative_ontology.pl, prolog/drl_core.pl, prolog/m
KNOWN_STATE.md	5466	audits/2026-06-10_oq92_step3_preregistration	OQ-90 Steps 2–4 unblocked. Prereg audits/2026-06-10_oq92_step3_preregistration/.
KNOWN_STATE.md	5469	audits/2026-06-10_oq93_grid_viability_probe	**Files:** prolog/config.pl, prolog/config_schema.pl, prolog/scenario_manager.pl, prolog/data_repair.pl, prolog/data_verification.pl, prolog/domain_priors.pl, p
KNOWN_STATE.md	5475	audits/2026-06-10_oq93_grid_viability_probe	`audits/2026-06-10_oq93_grid_viability_probe/`) found and fixed the `time_point_in_interval/2`
KNOWN_STATE.md	5486	audits/2026-06-10_oq94_readsite_pass	**Files:** ISSUES.md, audits/2026-06-10_oq94_readsite_pass/READSITE_PASS.md, prolog/drl_core.pl, prolog/maxent_classifier.pl, prolog/signature_detection.pl, pyt
KNOWN_STATE.md	5500	audits/2026-06-10_oq94_readsite_pass	`audits/2026-06-10_oq94_readsite_pass/READSITE_PASS.md`,
KNOWN_STATE.md	5501	audits/2026-06-10_oq92_step3_preregistration	`audits/2026-06-10_oq92_step3_preregistration/PREREGISTRATION.md`.
KNOWN_STATE.md	5504	audits/2026-06-10_oq81_reading_upstream_recon	**Files:** agent/generate_kernel_corpus.py, agent/c-orchestrator.py, agent/story_generator_base.py, ISSUES.md, audits/2026-06-10_oq81_reading_upstream_recon/
KNOWN_STATE.md	5514	audits/2026-06-10_oq81_reading_upstream_recon	audits/2026-06-10_oq81_reading_upstream_recon/ (RECON → AB_PLAN → AB_RESULTS → WIREUP).
KNOWN_STATE.md	5517	audits/2026-06-10_oq77_serial_kill_condition	**Files:** ISSUES.md, CLAUDE.md, prolog/giant_component_analysis.pl, prolog/drl_purity_network.pl, python/run_pipeline.py, audits/2026-06-10_oq77_serial_kill_co
KNOWN_STATE.md	5525	audits/2026-06-10_oq77_serial_kill_condition	audits/2026-06-10_oq77_serial_kill_condition/writeup.md.
KNOWN_STATE.md	5528	audits/2026-06-10_gain_flow_prototype	**Files:** ISSUES.md, docs/design/design_gaps.md, audits/2026-06-10_gain_flow_prototype/PREREGISTRATION.md, audits/2026-06-10_gain_flow_prototype/FINDINGS.md
KNOWN_STATE.md	5528	audits/2026-06-10_gain_flow_prototype	**Files:** ISSUES.md, docs/design/design_gaps.md, audits/2026-06-10_gain_flow_prototype/PREREGISTRATION.md, audits/2026-06-10_gain_flow_prototype/FINDINGS.md
KNOWN_STATE.md	5538	audits/2026-06-10_gain_flow_prototype	step-3 prereg. Evidence audits/2026-06-10_gain_flow_prototype/ (PREREGISTRATION.md, FINDINGS.md).
KNOWN_STATE.md	5541	audits/2026-06-10_oq57_live_rewitness	**Files:** prolog/drift_events.pl, ISSUES.md, audits/2026-06-10_oq57_live_rewitness/FINDINGS.md
KNOWN_STATE.md	5552	audits/2026-06-10_oq57_live_rewitness	Evidence: `audits/2026-06-10_oq57_live_rewitness/FINDINGS.md`.
KNOWN_STATE.md	5555	audits/2026-06-09_imputation_shim_census	**Files:** prolog/data_repair.pl, prolog/scenario_manager.pl, prolog/test_harness.pl, prolog/intent_engine.pl, prolog/report_generator.pl, ISSUES.md, audits/202
KNOWN_STATE.md	5565	audits/2026-06-09_imputation_shim_census	audits/2026-06-09_imputation_shim_census/census.md.
KNOWN_STATE.md	5588	audits/2026-06-09_oq07_mismatch_runtime_probe	architecturally-possible-but-not-this-case (audits/2026-06-09_oq07_mismatch_runtime_probe/). OQ-28:
KNOWN_STATE.md	5609	audits/2026-06-09_capture_axis_cut_control	Witnesses: `audits/2026-06-09_capture_axis_cut_control/` (PREREGISTRATION.md, FINDINGS.md).
KNOWN_STATE.md	5642	audits/2026-06-10_signature_liveness_crosscorpus	**Files:** prolog/signature_detection.pl, prolog/corpus_loader.pl, audits/2026-06-10_signature_liveness_crosscorpus/
KNOWN_STATE.md	5654	audits/2026-06-10_signature_liveness_crosscorpus	`audits/2026-06-10_signature_liveness_crosscorpus/MATRIX.md`.
KNOWN_STATE.md	5660	audits/2026-06-08_coordination_washing_clean_pass	Root cause (audits/2026-06-08_coordination_washing_clean_pass/): the metrics were never authored for
KNOWN_STATE.md	5712	audits/2026-06-08_typea_template_extensibility	**Files:** prolog/constraint_indexing.pl, prolog/drl_composition.pl, prolog/transition_paths.pl, prolog/temporal_residual.pl, prolog/json_report.pl, prolog/stac
KNOWN_STATE.md	5724	audits/2026-06-08_typea_template_extensibility	audits/2026-06-08_typea_template_extensibility/.
KNOWN_STATE.md	5742	audits/2026-06-07_stakeholder_layer_migration	**Files:** prolog/constraint_indexing.pl, prolog/drl_core.pl, prolog/constraint_data.pl, prolog/probe_harness.pl, prolog/inferred_coupling_protocol.pl, prolog/d
KNOWN_STATE.md	5756	audits/2026-06-07_stakeholder_layer_migration	audits/2026-06-07_stakeholder_layer_migration/ (AUDIT.md, STEP4_4b_RENAMED_NOT_ESCAPED.md,
KNOWN_STATE.md	5840	audits/2026-06-05_flat_control_generate_both	audits/2026-06-05_flat_control_generate_both/.
KNOWN_STATE.md	5852	audits/2026-06-05_kernel_gate_replication	routing condition. Writeup + 40 manifests + driver audits/2026-06-05_kernel_gate_replication/.
KNOWN_STATE.md	5864	audits/2026-06-05_scope_count_distribution	arm only). Writeup + 16 raw manifests + driver audits/2026-06-05_scope_count_distribution/.
KNOWN_STATE.md	5894	audits/2026-06-04_oq71_depth_lineage	**Files:** agent/generate_kernel_corpus.py, python/lineage_fingerprint_probe.py, audits/2026-06-04_oq71_depth_lineage/
KNOWN_STATE.md	5900	audits/2026-06-04_oq71_depth_lineage	`audits/2026-06-04_oq71_depth_lineage/gate2_capture.py`; re-gate any edit the same way.
KNOWN_STATE.md	5923	audits/2026-06-04_oq65_bait_census	**Files:** python/audits/oq65_bait_census.py, audits/2026-06-04_oq65_bait_census/
KNOWN_STATE.md	5930	audits/2026-06-04_oq65_bait_census	in the audit dir. Artifacts: `audits/2026-06-04_oq65_bait_census/`; memory
KNOWN_STATE.md	5944	audits/2026-06-04_fnl_bait_confound	**Files:** prolog/signature_detection.pl, agent/verification_bottleneck.json, audits/2026-06-04_fnl_bait_confound/
KNOWN_STATE.md	5951	audits/2026-06-04_fnl_bait_confound	`audits/2026-06-04_fnl_bait_confound/`. The `catholic_church_1200` demo-exclusion rule is also
KNOWN_STATE.md	6038	audits/2026-06-03_purity	`audits/2026-06-03_purity/`.] `structural_purity/2` returned `inconclusive` unconditionally for
docs/amnesiac_institution/README.md	7	audits/2026-08-13_oq287_defork	`audits/2026-08-13_oq287_defork/checks.sh` asserts v0.6's post-OQ-287 structure.
docs/amnesiac_institution/V04_CONSOLIDATION_MANIFEST.md	125	audits/2026-08-09_oq262_coexists_severance	| 28 | A writeup obligation recorded by the executing instance | `audits/2026-08-09_oq262_coexists_severance/A5_leak_check.md:7` | §4.2 | **R** |
docs/amnesiac_institution/amnesiac_institution_v0.3.md	434	audits/2026-06-11_oq93_grid_migration	`audits/2026-06-11_oq93_grid_migration/`; `KNOWN_STATE.md` 2026-06-11; the Pattern-6 census
docs/amnesiac_institution/amnesiac_institution_v0.3.md	435	audits/2026-06-11_oq97_pattern6_census	`audits/2026-06-11_oq97_pattern6_census/`).
docs/amnesiac_institution/amnesiac_institution_v0.3.md	441	audits/2026-06-11_oq93_grid_migration	| Suspicion raised by | The OQ-93 grid-migration coverage read, 2026-06-10/11 (`audits/2026-06-11_oq93_grid_migration/`) — an unrelated migration whose discipli
docs/amnesiac_institution/amnesiac_institution_v0.4.md	528	audits/2026-06-11_oq93_grid_migration	`audits/2026-06-11_oq93_grid_migration/`; `KNOWN_STATE.md` 2026-06-11; the Pattern-6 census
docs/amnesiac_institution/amnesiac_institution_v0.4.md	529	audits/2026-06-11_oq97_pattern6_census	`audits/2026-06-11_oq97_pattern6_census/`).
docs/amnesiac_institution/amnesiac_institution_v0.4.md	535	audits/2026-06-11_oq93_grid_migration	| Suspicion raised by | The OQ-93 grid-migration coverage read, 2026-06-10/11 (`audits/2026-06-11_oq93_grid_migration/`) — an unrelated migration whose discipli
docs/amnesiac_institution/amnesiac_institution_v0_5.md	873	audits/2026-06-11_oq93_grid_migration	gate (`docs/technical/build_discipline.md` Pattern 6; `audits/2026-06-11_oq93_grid_migration/`;
docs/amnesiac_institution/amnesiac_institution_v0_5.md	874	audits/2026-06-11_oq97_pattern6_census	`KNOWN_STATE.md` 2026-06-11; the census `audits/2026-06-11_oq97_pattern6_census/`).
docs/amnesiac_institution/amnesiac_institution_v0_6.md	137	audits/2026-08-13_rqd_recognition_vs_enumeration	experiment meant to test it. `audits/2026-08-13_rqd_recognition_vs_enumeration/`, ISSUES OQ-293.
docs/amnesiac_institution/amnesiac_institution_v0_6.md	993	audits/2026-08-14_oq278_index_collision	(`audits/2026-08-14_oq278_index_collision/`), and three things in it belong in this section.
docs/amnesiac_institution/amnesiac_institution_v0_6.md	1026	audits/2026-06-11_oq93_grid_migration	gate (`docs/technical/build_discipline.md` Pattern 6; `audits/2026-06-11_oq93_grid_migration/`;
docs/amnesiac_institution/amnesiac_institution_v0_6.md	1027	audits/2026-06-11_oq97_pattern6_census	`KNOWN_STATE.md` 2026-06-11; the census `audits/2026-06-11_oq97_pattern6_census/`).
docs/amnesiac_institution/amnesiac_institution_v0_6.md	2173	audits/2026-08-10_oq277_rq2_crosscoding	> `audits/2026-08-10_oq277_rq2_crosscoding/SPEC_next_preregistration.md`. Recorded in place rather
docs/amnesiac_institution/amnesiac_institution_v0_6.md	2214	audits/2026-08-13_rqd_recognition_vs_enumeration	> `audits/2026-08-13_rqd_recognition_vs_enumeration/`, ISSUES **OQ-293**. Under the frozen rule
docs/blind_cells_88_prompts.md	89	audits/2026-07-25_oq255_seat_cost_measure	I cannot rule this from outside the repo. It is a one-run check against the audit directory that already exists (`audits/2026-07-25_oq255_seat_cost_measure/`): 
docs/blind_cells_88_prompts.md	153	audits/2026-07-25_oq255_seat_cost_measure	| 3 — Q4 temporal reach | check | one run against `audits/2026-07-25_oq255_seat_cost_measure/` |
docs/concealment/README.md	25	audits/2026-08-13_oq287_defork	`../../audits/2026-08-13_oq287_defork/claim_digest.sh`.
docs/concealment/concealment_without_a_concealer_v0_4.md	31	audits/2026-08-13_oq287_defork	> a false alarm.** Recipe: `audits/2026-08-13_oq287_defork/claim_digest.sh`.
docs/concealment/concealment_without_a_concealer_v0_4.md	432	audits/2026-08-12_oq283_framing_boundary_discrimination	> Provenance: `audits/2026-08-12_oq283_framing_boundary_discrimination/WRITEUP.md` §4, a
docs/concealment/concealment_without_a_concealer_v0_4.md	941	audits/2026-08-13_rqd_recognition_vs_enumeration	> (`audits/2026-08-13_rqd_recognition_vs_enumeration/`, ISSUES OQ-293). Frozen rule returned no
docs/deferential_realism_paper_v6.13.1.md	88	audits/2026-07-23_oq232_falsifier_redesign	**What would change.** If the empirical anchor fails — if power does not in fact reduce experienced extraction — the theorems remain derivable within the model 
docs/deferential_realism_paper_v8.md	586	audits/2026-06-16_seat_invariant_vs_prolog	(`audits/2026-06-16_seat_invariant_vs_prolog/`, its "R3" presentation-vs-structure probe — the
docs/deferential_realism_paper_v8.md	725	audits/2026-06-23_oq15_crossaxis_witnesses	Evidence: `audits/2026-06-23_oq15_crossaxis_witnesses/`; the guard closed GAP-12 in
docs/deferential_realism_paper_v8.md	1248	audits/2026-07-03_oq205_build	`audits/2026-07-03_oq205_build/`.]*
docs/deferential_realism_paper_v8.md	1283	audits/2026-07-23_oq232_falsifier_redesign	`audits/2026-07-23_oq232_falsifier_redesign/`.]*
docs/deferential_realism_paper_v8.md	1315	audits/2026-06-23_oq15_crossaxis_witnesses	gate-wired, two positive controls; evidence `audits/2026-06-23_oq15_crossaxis_witnesses/`);
docs/design/a_hypothesis_about_corpus_size.md	253	audits/2026-06-04_oq71_depth_lineage	`audits/2026-06-04_oq71_depth_lineage/` are the witnesses; this prose is the summary. Full
docs/design/a_hypothesis_about_corpus_size.md	294	audits/2026-06-04_oq71_depth_lineage	`audits/2026-06-04_oq71_depth_lineage/a2_richness_alldims_results.json`.
docs/design/design_discipline.md	60	audits/2026-06-13_oq117_within_arm_proxy	mountain-hood (`audits/2026-06-13_oq117_within_arm_proxy/ENGINE_ADJUDICATION.md`).
docs/design/design_discipline.md	475	audits/2026-06-14_oq116_mmc_engine_witness	seat divergence, FNL 1/9, `audits/2026-06-14_oq116_mmc_engine_witness/`). `SCAFFOLD_DANGER_ZONE`
docs/design/design_discipline.md	615	audits/2026-07-02_oq137_reading_totality	`audits/2026-07-02_oq137_reading_totality/classification_table.md`.
docs/design/design_discipline.md	636	audits/2026-07-17_oq60_purity_absence	OQ-60 (rulings block), `audits/2026-07-17_oq60_purity_absence/CONSUMPTION_TABLE_0B_2026-07-23.md`.
docs/design/design_discipline.md	1022	audits/2026-07-12_oq215_arm2_d9_control	The witness (OQ-215 arm 2, `audits/2026-07-12_oq215_arm2_d9_control/READOUT.md`): stage-10 D9 —
docs/design/design_gaps.md	435	audits/2026-06-20_oq58_cross_corpus_incompleteness	sparsity, not minting. Witness: `audits/2026-06-20_oq58_cross_corpus_incompleteness/` (read-only
docs/design/design_gaps.md	498	audits/2026-08-17_oq251_natural_law_reachability	> `audits/2026-08-17_oq251_natural_law_reachability/probe_hva_constant.pl` + `audit_log.md`.
docs/design/design_gaps.md	503	audits/2026-06-12_oq106_retire	fired, no downstream consumer; witness `audits/2026-06-12_oq106_retire/`). The remaining
docs/design/design_gaps.md	530	audits/2026-06-13_oq50_power_scaling_residue	OQ-128 witness-set authoring. Evidence + checks: ISSUES.md OQ-128 + `audits/2026-06-13_oq50_power_scaling_residue/`.
docs/design/design_gaps.md	535	audits/2026-06-17_mountain_authoring_sweep	**CAVEAT (2026-06-17b, `audits/2026-06-17_mountain_authoring_sweep/`):** the trigger must be read from
docs/design/design_gaps.md	566	audits/2026-06-17_mountain_authoring_sweep	Design: `audits/2026-06-17_mountain_authoring_sweep/ROUTING_SINK_DESIGN.md`.
docs/design/design_gaps.md	581	audits/2026-07-01_oq45_oq52_hidden_winners	`audits/2026-07-01_oq45_oq52_hidden_winners/WRITEUP.md`):** (1) the beneficiary leg must
docs/design/design_gaps.md	664	audits/2026-06-10_oq92_step3_preregistration	controls (`audits/2026-06-10_oq92_step3_preregistration/stage_d_controls.out`). The engine
docs/design/design_gaps.md	668	audits/2026-06-09_capture_axis_cut_control	**Declared:** 2026-06-09. **Witness:** `audits/2026-06-09_capture_axis_cut_control/`
docs/design/design_gaps.md	715	audits/2026-06-10_gain_flow_prototype	`audits/2026-06-10_gain_flow_prototype/`.
docs/design/design_gaps.md	733	audits/2026-06-14_corpus_omega_soundness_poc	**Evidence (POC, `audits/2026-06-14_corpus_omega_soundness_poc/`, read-only over `testsets_haiku/`,
docs/design/design_gaps.md	766	audits/2026-06-23_oq15_crossaxis_witnesses	*enforcement* absence this gap names is filled. Witnesses: `audits/2026-06-23_oq15_crossaxis_witnesses/`.
docs/design/design_gaps.md	873	audits/2026-07-24_oq152_seat_crosssection	Evidence: `audits/2026-07-24_oq152_seat_crosssection/`.
docs/design/design_gaps.md	926	audits/2026-06-21_maxent_seat_aware	(`audits/2026-06-21_maxent_seat_aware/diff_witness.out`): exactly the 12 routed seats revert to raw;
docs/design/design_gaps.md	980	audits/2026-06-21_oq138_fsm_route_conversion	(the FCR-9 / constructed-3 build records, `audits/2026-06-21_oq138_fsm_route_conversion/`); the
docs/design/design_gaps.md	1049	audits/2026-06-23_oq112_round3	`audits/2026-06-23_oq112_round3/`.
docs/design/design_gaps.md	1143	audits/2026-06-28_oq22_hub_starvation	`audits/2026-06-28_oq22_hub_starvation/`). A consumer reading per-observer type variation as two-hub /
docs/design/design_gaps.md	1173	audits/2026-06-30_oq37_census_redispose	`audits/2026-06-30_oq37_census_redispose/`).
docs/design/design_gaps.md	1321	audits/2026-07-20_five_leg_twin_comparison	**Declared:** 2026-07-21. **Witness:** `audits/2026-07-20_five_leg_twin_comparison/` (WRITEUP +
docs/design/design_gaps.md	1355	audits/2026-07-23_oq232_falsifier_redesign	**Declared:** 2026-07-23. **Witness:** `audits/2026-07-23_oq232_falsifier_redesign/`
docs/design/design_gaps.md	1396	audits/2026-07-24_oq152_seat_crosssection	D=0.50, scope=national (`audits/2026-07-24_oq152_seat_crosssection/verify.pl`, control (c)).
docs/design/design_gaps.md	1418	audits/2026-07-24_oq153_step3_blind_pass	`audits/2026-07-24_oq153_step3_blind_pass/`):
docs/design/design_gaps.md	1549	audits/2026-08-07_oq261_forced_gluing	`audits/2026-08-07_oq261_forced_gluing/`).
docs/design/design_gaps.md	1606	audits/2026-08-09_oq262_coexists_severance	`audits/2026-08-09_oq262_coexists_severance/WRITEUP.md` → Residue).
docs/design/design_gaps.md	1633	audits/2026-08-09_oq151_dual_gauge	`audits/2026-08-09_oq151_dual_gauge/WRITEUP.md`).
docs/design/design_gaps.md	1661	audits/2026-08-10_oq78_idiom_close	`audits/2026-08-10_oq78_idiom_close/`). **Drives:** OQ-281.
docs/design/detector_calibration_omega_proposal.md	140	audits/2026-07-01_oq197_r4_recompute	The **R4 recompute on the FIXED detector** (`audits/2026-07-01_oq197_r4_recompute/`, read-only — the module
docs/design/epsilon_declaration_discipline.md	170	audits/2026-07-03_oq205_epsilon_census	`audits/2026-07-03_oq205_epsilon_census/`).** All four legs, live read path
docs/design/epsilon_declaration_discipline.md	298	audits/2026-07-03_oq205_build	arrives at the rebuild. Build landed 2026-07-03: `audits/2026-07-03_oq205_build/`.
docs/design/the_perturbation_move.md	69	audits/2026-06-03_reading_diff_census	robustly_undersampled (`reading_diff_census.pl`, `audits/2026-06-03_reading_diff_census/reading_diff_census.md`) — i.e. for a
docs/design/two_axis_architecture_v7.md	68	audits/2026-06-24_oq41_basex_t0	**The split is intended, per metric — not a defect to reconcile.** The scalar and the temporal series answer different questions (a seat-invariant level vs. a t
docs/design/v8_seat_gauge_orientation_design_spec.md	6	audits/2026-06-16_seat_invariant_vs_prolog	presentation-vs-structure probe (`audits/2026-06-16_seat_invariant_vs_prolog/`); rev2 folded in the
docs/drafts/shanahan_kritik.md	4	audits/2026-08-06_oq259_item3_genreflag	evidence — `audits/2026-08-06_oq259_item3_genreflag/WRITEUP.md`).** Essay-layer only —
docs/drafts/shanahan_kritik.md	112	audits/2026-08-06_oq259_item3_genreflag	`audits/2026-08-06_oq259_item3_genreflag/`, n=2 — two same-input redraws of the same
docs/engine_handoff_6.md	170	audits/2026-05-31_wiring_gap_census	**The wiring-gap census ran to completion.** `audits/2026-05-31_wiring_gap_census/wiring_gap_census.md`: 27 gaps across
docs/engine_handoff_6.md	419	audits/2026-05-31_wiring_gap_census	`audits/2026-05-31_wiring_gap_census/wiring_gap_census.md` (27 gaps, G1–G6, reconciliation=0) ·
docs/h1_gap_spectrum_general_n.md	17	audits/2026-07-02_oq195_general_n_gap	> Machine verification: `audits/2026-07-02_oq195_general_n_gap/` (all pre-registered checks
docs/h1_gap_spectrum_general_n.md	199	audits/2026-07-02_oq195_general_n_gap	`audits/2026-07-02_oq195_general_n_gap/enumeration_results.json`.)
docs/h1_gap_spectrum_general_n.md	240	audits/2026-07-12_oq207_stakeholder_h1	(`audits/2026-07-12_oq207_stakeholder_h1/`), and the plunit suite
docs/h1_gap_spectrum_general_n.md	253	audits/2026-07-02_oq195_general_n_gap	Pre-registered acceptance criteria (`audits/2026-07-02_oq195_general_n_gap/PROPOSAL.md`,
docs/logic.md	659	audits/2026-06-28_oq22_hub_starvation	`audits/2026-06-28_oq22_hub_starvation/`.
docs/logic.md	925	audits/2026-06-18_oq01_rope_bypass_twins	- Boundary (grounded 2026-06-18, `audits/2026-06-18_oq01_rope_bypass_twins/`): the
docs/logic_extensions.md	840	audits/2026-06-03_purity	% (bound-probe bypasses clause-order; see audits/2026-06-03_purity/purity_audit_20260603.md §2).
docs/piton_scaffold_diagnostic_arc.md	830	audits/2026-02-23_false_ci_rope	| false_ci_rope audit | `audits/2026-02-23_false_ci_rope/false_ci_rope_audit.md` |
docs/piton_scaffold_diagnostic_arc.md	831	audits/2026-02-23_scaffold_piton_gate	| Scaffold/piton gate audit | `audits/2026-02-23_scaffold_piton_gate/scaffold_piton_gate_audit.md` |
docs/profiling/README.md	18	audits/2026-07-20_five_leg_twin_comparison	These and `audits/2026-07-20_five_leg_twin_comparison/` are **the same projective instrument with
docs/profiling/README.md	55	audits/2026-07-20_five_leg_twin_comparison	See also: `audits/2026-07-20_five_leg_twin_comparison/` (WRITEUP.md + DEEPER_CUTS.md). Note
docs/project_orientation.md	271	audits/2026-05-29_bc_coupling	**Audit data:** `audits/2026-05-29_bc_coupling/bc_coupling_audit.{md,json}`, `outputs/position_geometry_metric_sensitivity.{md,json}`.
docs/project_orientation.md	277	audits/2026-05-08_metric_two_hub	### 5.9 Metric Audit (`audits/2026-05-08_metric_two_hub/metric_audit_writeup.md`)
docs/project_orientation.md	283	audits/2026-05-08_metric_two_hub	**Source:** `audits/2026-05-08_metric_two_hub/metric_audit_writeup.md`, `audits/2026-05-08_metric_two_hub/metric_audit_results.{md,json}`, `audits/2026-05-17_au
docs/project_orientation.md	283	audits/2026-05-08_metric_two_hub	**Source:** `audits/2026-05-08_metric_two_hub/metric_audit_writeup.md`, `audits/2026-05-08_metric_two_hub/metric_audit_results.{md,json}`, `audits/2026-05-17_au
docs/project_orientation.md	283	audits/2026-05-17_audit3_profile_accumulation	**Source:** `audits/2026-05-08_metric_two_hub/metric_audit_writeup.md`, `audits/2026-05-08_metric_two_hub/metric_audit_results.{md,json}`, `audits/2026-05-17_au
docs/project_orientation.md	289	audits/2026-05-08_sheaf	### 5.10 Sheaf Audit (`audits/2026-05-08_sheaf/sheaf_audit_writeup.md`)
docs/project_orientation.md	297	audits/2026-05-08_sheaf	**Source:** `audits/2026-05-08_sheaf/sheaf_audit_writeup.md`, `audits/2026-05-08_sheaf/sheaf_audit_results.{md,json}`, `python/sheaf_audit.py`.
